Proteins	taxon
Q7Z2T5;Q7Z2T5-2	Homo sapiens
Q9H981;Q9H981-2	Homo sapiens
P15170-2;H3BR35;P15170	Homo sapiens
P62258;B4DJF2;I3L3T1;I3L0W5	Homo sapiens
Q15645;Q15645-2	Homo sapiens
P08651-2;P08651-4;P08651-3;F5H0R0;B1AKN8;Q14938-4	Homo sapiens
Q9UGV2-2;Q9UGV2;Q5TH30;Q9UGV2-3	Homo sapiens
P13797;F2Z2Z9	Homo sapiens
B4DR31;Q16555;Q8NAN9;E9PD68;Q14194;Q14194-2;F5GWI3;H0YBT4;Q14195;Q14195-2	Homo sapiens
Q13148;Q13148-2;B1AKP7;G3V162	Homo sapiens
P0AED7	Escherichia coli (strain K12)
Q5T6V5	Homo sapiens
Q9Y4R8;H3BU45	Homo sapiens
O15372	Homo sapiens
Q8N1F7;H3BVG0;H3BM93;H3BV11;H3BRI8	Homo sapiens
H7C0V9;P05067-10;E9PEV0;P05067-3;P05067-4;P05067-5;P05067-6;E9PG40;P05067-7;B4DII8;P05067-8;P05067-9;P05067;P05067-2	Homo sapiens
Q15370;B7WPD3	Homo sapiens
Q8WYA6	Homo sapiens
Q9Y2R4;F5H5G9;F5H0R7	Homo sapiens
Q9Y3D0	Homo sapiens
P54136;E5RJM9;E5RH09;E5RI24	Homo sapiens
P61923;F8VVA7;F8W651;F8VXB1;F8VUC5;F8W156;F8VS17;F8VYZ4	Homo sapiens
P06132;Q5T446	Homo sapiens
O14979-3;O14979-2	Homo sapiens
Q9BW27	Homo sapiens
Q96G03;E9PD70;E7ENQ8	Homo sapiens
P49711	Homo sapiens
D6RAN8;H7C5U8;Q9P0M9;D6RE11;B3KN43	Homo sapiens
P17987;E7ERF2;F5GZ03;F5GZI8;F5GYL4	Homo sapiens
Q9Y3A4;Q9NSQ0	Homo sapiens
F5H5U2;Q8NHQ9;F5H3E5;E7EX41;F5H2I2;F5H735	Homo sapiens
Q9Y2Q3;Q9Y2Q3-3;Q9Y2Q3-2;Q9Y2Q3-4	Homo sapiens
P50224;Q1ET66;P50224-2;H3BRY5;P50225;H3BNY7;H3BQX5	Homo sapiens
Q5VU59;P06753-2;Q5VU66;P06753-3;Q5VU58;Q5VU61;Q5VU72;Q8NAG3;H0YL80;Q5VU63;A6NL28-2;A6NL28;P09493-5;F5H7S3;H7BYY1;H0YK48;B7Z596;H0YNC7;P09493-2;P09493-7;P09493-6;D9YZV8;H0YK20;H0YL42;P06753	Homo sapiens
P08195-3;F5GZS6;P08195;P08195-4	Homo sapiens
Q9H3K6;Q9H3K6-2	Homo sapiens
Q92769;B3KRS5;H3BM24;E5RFI6;E5RJ04;E5RGV4;E5RHE7;E5RH52;E5RG37;E5RFP9;E5RK19;Q13547;Q5TEE2	Homo sapiens
Q9P013	Homo sapiens
P63010;P63010-2;Q7Z451;F5GYG9;Q10567-3;Q10567-2;Q10567;F8WDL0	Homo sapiens
Q16719;Q16719-2;B8ZZA3;F8WEP1	Homo sapiens
P31948;F5H0T1;F5H783;F5GXD8	Homo sapiens
Q8TEX9;Q8TEX9-2;H0YN14;H0YLV0;H0YL92;H0YK93;H0YKG5	Homo sapiens
P37837;E9PM01;E9PKI8	Homo sapiens
Q7L576;E7EQ04;H0YN93	Homo sapiens
P61163	Homo sapiens
P29401;E7EPA7;B3KSI4;E9PFF2;F8W888;F8WAX4	Homo sapiens
Q93052;C9JUT4;C9JE51;C9J2R5;C9JIY7;C9JT42;C9J3U9;C9J1K7;C9J5C8;C9J4E3	Homo sapiens
Q9NZQ3-3;Q9NZQ3	Homo sapiens
P60228;E5RGA2;H0YBR5;E5RIT4	Homo sapiens
Q92598-2;Q92598;Q92598-3;B4DYH1;B4DY72;F2Z3D7	Homo sapiens
Q9UBP6	Homo sapiens
Q96N67-4;Q96N67-3;Q96N67-5;Q96N67-2;Q96N67-6;Q96N67;H0Y7L2;F8W9H6;F8W9H3;E9PH09;Q8NF50-3;Q8NF50-2;Q8NF50;A2A369	Homo sapiens
O94973;O94973-2;E9PJJ7;E7ESQ4	Homo sapiens
H3BSB3;H3BNT4;Q99547	Homo sapiens
Q9NPE3;H0YM60	Homo sapiens
Q15393;Q15393-2;I3L4G7;H3BMB0	Homo sapiens
Q96AC1-2;Q96AC1;Q96AC1-3;H0YJ34;G3V3J0	Homo sapiens
Q5SZE1;H0YNU7;Q96G23;H0YLQ6;Q5SZE6	Homo sapiens
Q8WUM0;A6NGS4;Q5T8N1;Q5TDI3	Homo sapiens
E7ENV7;Q86YQ8;Q86VY2;Q9HCH3;Q7Z6C8	Homo sapiens
Q9H2P0;E9PQK8	Homo sapiens
A6NJ11;Q92890;Q92890-1;C9JS35;A8MW31;C9IZG3	Homo sapiens
Q8WVC2;P63220	Homo sapiens
P63228	Escherichia coli (strain K12)
Q9H2K8;F5GWV8;G3V1Q8	Homo sapiens
Q8IVD9	Homo sapiens
P55265-5;P55265;P55265-4;E7ENU4	Homo sapiens
Q9UJA5;B4DUV6;Q9UJA5-2;Q9UJA5-3	Homo sapiens
P23246;P23246-2;H0Y9K7;H0Y9U2	Homo sapiens
P0AGE9;P53597	Homo sapiens
Q9UGI8-2;Q9UGI8;H0Y2M4;F8WDI4	Homo sapiens
Q92793;Q4LE28	Homo sapiens
H3BTV1;O14735;B3KY94	Homo sapiens
P17858;P17858-2;E9PDI3;Q01813;Q5VSR5;Q5VSR6	Homo sapiens
P25098	Homo sapiens
Q9H0U4;E9PLD0	Homo sapiens
P40818;B4DKA8	Homo sapiens
H7C2U6;Q9BPW8;C9JDV8	Homo sapiens
Q16795;F5GY40	Homo sapiens
H3BR31;H3BN81;H3BSL0;H3BR73;I3L1I3;Q8WV22	Homo sapiens
Q8NDX5-2;Q8NDX5;Q8NDX5-7;E7EX82	Homo sapiens
O75306;B7Z9L2;F5H5P7	Homo sapiens
P15374;E9PBF1;Q5TBK7	Homo sapiens
P0A8Q3	Escherichia coli (strain K12)
Q13405;H0YDP7;E9PNF1	Homo sapiens
Q5HYK3;F8VVX6;F8VP53	Homo sapiens
P0AEI6	Escherichia coli (strain K12)
E9PB51;Q9BWF3;Q9BQ04	Homo sapiens
Q07812-7;Q07812-8;Q07812;Q07812-2;Q07812-5;Q07812-6;H0YA56;Q07812-4	Homo sapiens
P84077;P61204;F5H423;B7ZB63	Homo sapiens
G3V4W0;B4DY08;G3V4C1;P07910-2;G3V576;B2R603;G3V2Q1;P07910;P07910-4;G3V555;G3V575;G3V5X6;G3V3K6;G3V251;B4DSU6	Homo sapiens
Q01813;H0Y3P8;Q5VSR7;B1APP6;H0Y3Y3	Homo sapiens
Q00169;F5GWC2;I3L4H1;F5GWE5;I3L4C0;I3L459;I3L2X8;I3L3W1;I3L471;I3L4U7	Homo sapiens
P52789	Homo sapiens
F8VXI8;Q9H9L4;F8VX10;H0YIQ8;H0YHR2	Homo sapiens
Q92551;Q92551-2	Homo sapiens
E7ES89;Q969P6;E5RIC7;E5RJ95;E5RFS0;E5RJ33;H0YBR3;H0YC03;E5RGE7;E5RGR4;E5RFE3;E5RGR2;P11387	Homo sapiens
P17844;E7ETL9;O00571;O00571-2;B4DXX7;O15523;B4DLU5;B4E132;Q92841;H3BLZ8;Q59F66;Q92841-1;Q92841-3;Q92841-2;C9JMU5	Homo sapiens
Q5VU59;P06753-2;Q5VU66;Q5VU61;Q8NAG3;Q5VU63	Homo sapiens
Q9BUQ8;H0YIL9	Homo sapiens
P33360	Escherichia coli (strain K12)
Q9NWV8;Q9NWV8-2;H9KV33	Homo sapiens
Q13838;Q13838-2;F8VQ10;Q5STU3;H0Y7G4;B4DP52;F6WLT2;F8VZL8;H0Y7X6;F6UN21;F6TRA5;H0Y800;F6S4E6;F6UJC5;E9PP12;H0Y557;H0Y4V8;H0Y6G9;B4DIJ6;H0Y6N8;O00148;Q8N5M0;B1Q2N1	Homo sapiens
P0AAE0	Escherichia coli (strain K12)
P24468;P24468-3;P24468-2;H3BTC2	Homo sapiens
Q96CW1-2;Q96CW1;E9PFW3;B4DJB1;F5H0H0;C9JJ47;C9JTK4;C9JGT8;C9JJD3;C9JPV8	Homo sapiens
P49419-2;P49419;F8VS02;E7EPT3;F8VVF2;H0YHM6	Homo sapiens
Q05682-5;E9PGZ1;E7EX44;Q05682-3	Homo sapiens
E7ETH7;P55055	Homo sapiens
P52597	Homo sapiens
P31943;G8JLB6;E9PCY7;D6RIU0;D6RBM0;D6RFM3;D6RIT2;D6RAM1;E5RGV0;D6R9T0;D6RDU3;D6RJ04;D6RIH9;E7EQJ0;E7EN40;D6RDL0;D6RF17;D6R9D3;E5RJ94	Homo sapiens
P0AAE2	Escherichia coli (strain K12)
E9PRI4;E9PGT3;Q15418;Q15418-2;Q15418-3;Q5SVM7;B7Z3B5;Q15349;Q15349-3;Q15349-2;F2Z2J1;P51812	Homo sapiens
P52747-2;E7EN86;E7ER34;P52747;C9J2G7;C9JCG1;E9PLS7;E9PPB0;C9JRS3;E9PLN4;E9PS81;E9PMY8;E9PJF2;C9JTC5	Homo sapiens
B5ME91;Q53EL6;Q9UBN4-6;Q9UBN4-4;Q9UBN4-3;Q9UBN4-2;Q9UBN4;Q9UBN4-5	Homo sapiens
Q96HE7;G3V2H0	Homo sapiens
O75400;O75400-2;E9PHJ7;O75400-3;F8W9L2;F5H578	Homo sapiens
Q8N3C0;Q8N3C0-4	Homo sapiens
Q9Y3D8	Homo sapiens
Q9BXS6-3;Q9BXS6-5;Q9BXS6-2;Q9BXS6;Q9BXS6-4;E7ERR5;E9PB35;H0YKA7	Homo sapiens
O75052-3;O75052;E9PSG0	Homo sapiens
O75643;F5H4C1	Homo sapiens
P12429;D6RA82;D6RFG5;D6RCA8;D6RAZ8	Homo sapiens
Q6PK04;I3L0U5	Homo sapiens
B4DIF5;Q9NV96-3;Q9NV96-2;Q9NV96	Homo sapiens
P34932;O95757;E7ES43;E9PDE8;Q92598-2;Q92598;Q92598-3;B4DYH1;B4DY72	Homo sapiens
Q8WVM8;G3V4I1;G3V5F3;G3V3K9;G3V363;H0YJS6;G3V2M8	Homo sapiens
E7EQ69;Q9GZZ1;C9J5D1;B0AZT5	Homo sapiens
Q9UL03-3;Q9UL03;B3KQH5;B4DL13;Q5JSJ4	Homo sapiens
Q96KR1;Q05D65	Homo sapiens
Q04637-4;E9PGM1	Homo sapiens
P19367-4;B4DG62;P19367-2;P19367;P19367-3;E7ENR4;B1AR63;P52790;P52789;E9PB90	Homo sapiens
P84085	Homo sapiens
P32780;B3KXE0	Homo sapiens
P32680	Escherichia coli (strain K12)
P41252;Q5TCD1;Q5TCC9	Homo sapiens
P0C037	Escherichia coli (strain K12)
A6NG10;Q969T9	Homo sapiens
F5H1W9;O95232;D6RDI2;O95232-2;C9JL41;E7EN55	Homo sapiens
F8W7C6;P27635;H7C123;H7C2C5;B8A6G2;A6QRI9;Q96L21	Homo sapiens
O15294;C9JZL3	Homo sapiens
P19367-4;B4DG62;P19367-2;P19367;P19367-3;E7ENR4;P52790;P52789;E9PB90	Homo sapiens
G5E927;I3L2Z5;F5H7A6;C6G496;P56270;I3L4Y2;I3L0M3;H3BQI4;I3L411;H3BPU3;H3BQS2;H3BQD6	Homo sapiens
Q8TC12;G3V2G6;Q8TC12-2;G3V234;B4DDW0	Homo sapiens
Q9BX10-4;Q9BX10;H0Y7A5;Q9BX10-2	Homo sapiens
Q99460;Q99460-2;C9J9M4;F8WCE3	Homo sapiens
P06744;P06744-2;Q59F85	Homo sapiens
P38919;I3L1H0	Homo sapiens
B4DUN1;P18615;A2ABK4;A2ABK3;E9PD43;A2ABK2;A2ABK1;B4DYX9;E7ENC7;E7EWR7	Homo sapiens
Q9UBQ0	Homo sapiens
O00410;O00410-3;H0Y8C6;O00410-2;H0Y3V4	Homo sapiens
E9PGK1;A6NN80;P08133;B7Z582;E5RK63	Homo sapiens
Q96EK6;G3V4W4	Homo sapiens
Q13011	Homo sapiens
P61247;F5H4F9;H0Y8L7;E9PFI5;D6RG13;D6RAT0;H0Y9Y4;D6RB09;D6R9B6	Homo sapiens
A3KMH1-2;E2QRD0;A3KMH1-3;A3KMH1;A8MYW7	Homo sapiens
P49368;P49368-2;E9PRC8;Q5SZX9;E9PM09	Homo sapiens
Q9HAU5;F8W880	Homo sapiens
Q9NVU7;E7EW05;Q9NVU7-2	Homo sapiens
Q9BWD1	Homo sapiens
I3L430;P30519;I3L159;I3L1F5;I3L1Y2	Homo sapiens
P62847-2;E7ETK0;P62847-3;P62847;E7EPK6	Homo sapiens
P45469	Escherichia coli (strain K12)
P41208	Homo sapiens
Q8WUX1;C9JJU1;C9JMY2;C9JHH7;C9JWG4;C9JNK4	Homo sapiens
F8WAK8;Q8N3U4;Q8N3U4-2;B1AMT4;B1AMT1;B1AMT2;B1AMT3;B1AMT0	Homo sapiens
P11940;P11940-2;E7EQV3;E7ERJ7;H0YAR2;H0YBN4;Q4VXU2;Q4VY17;B1ANR0;Q13310-2;Q13310;Q13310-3;H0Y5F5;H0YCC8;H0YEQ8	Homo sapiens
B7Z2S5;Q16881-4;Q16881-3;Q16881;E7ESI6;B2R5P6;Q16881-5;E2QRB9;Q16881-2;E9PNQ6;E7EW10;Q16881-6;E9PIR7;E9PKD3;E9PIZ5;E9PLT3;E9PKI4;E9PQI3;E9PJU2	Homo sapiens
Q01628;C9JQL5	Homo sapiens
P0AC92	Escherichia coli (strain K12)
B7ZB80;P21953;Q5T2J3	Homo sapiens
Q9NVI1;Q9NVI1-2;Q9NVI1-1;F8W7R3;H3BP78;H3BMG4;Q9NVI1-4;H3BN35	Homo sapiens
Q9NVJ2;Q96BM9	Homo sapiens
Q9C0C2;E9PKE7;E9PKK0	Homo sapiens
P09601	Homo sapiens
Q9NRW7;Q5T4Q0;F5GYC3	Homo sapiens
O14639;Q5T6N4;A6NCD9	Homo sapiens
E9PCL5;H3BP62	Homo sapiens
Q13404-7;Q13404-2;D6RG00	Homo sapiens
P15121;E9PCX2;E9PEF9;P14550;Q5T621	Homo sapiens
Q13425;Q13425-2;H0YCS0;Q13884-2;Q13424;Q13884	Homo sapiens
Q9NZ01;B3KSQ1;Q9NZ01-2	Homo sapiens
Q86UK7-2;Q86UK7-3;Q86UK7;H3BQQ2;Q86UK7-4	Homo sapiens
O94979-6;O94979-3;B7ZL00;O94979-4;H7C2W3;O94979-2;O94979;O94979-8;D6REX3;O94979-7;H7BXG7;D6RHZ5;O94979-5;H0YAB3;H0Y8V7	Homo sapiens
H7C096;Q12982;Q12982-2	Homo sapiens
O60293;O60293-2;O60293-4;G3V1X1	Homo sapiens
P0A7M6	Escherichia coli (strain K12)
Q99996-5;F5H3X5;Q99996-3;Q99996-2;Q99996;Q99996-6;H7BYL6	Homo sapiens
O95639;C9JEV9;O95639-3;O95639-2	Homo sapiens
Q9H4M9;F5H5B6;C9J2Z4;B4DZH9	Homo sapiens
F5H886;Q9UDY2-3;Q9UDY2;F5H301	Homo sapiens
Q8WVC2;P63220;Q9BYK1;Q9BYK2;Q13666	Homo sapiens
Q70UQ0-4	Homo sapiens
P13716;B7ZBK6	Homo sapiens
Q9UNE7;Q9UNE7-2;H3BS86	Homo sapiens
E9PCI3;P08243;E9PCX6;F8WEJ5;C9J057;C9JM09;C9JT45	Homo sapiens
Q99720;Q99720-3;Q99720-4;Q99720-5;E7ENK7;Q99720-2	Homo sapiens
B4DU58;P40121;B8ZZS7;H7C0X8	Homo sapiens
P32969;H0Y9V9;E7ESE0	Homo sapiens
P14316-2;P14316;D6RB34;D6R9N5;D6RB08;D6RED1	Homo sapiens
Q9BVA1;Q13885;F5H8C9;P68371	Homo sapiens
E9PES6;E7ES08;E7EQU1;O15347;P0C6E5	Homo sapiens
P50213;H0YL72;P50213-2;B7Z9J8	Homo sapiens
O14647	Homo sapiens
E5RJI3;B4DKJ6;E5RIU9;Q8WUX9;E5RFR8	Homo sapiens
P64506	Escherichia coli (strain K12)
Q9NUQ9;F8W7X2;Q9NW21;Q9H0Q0	Homo sapiens
Q92878;Q92878-2;E7ESD9;E7EN38;E9PM98	Homo sapiens
Q58FF6	Homo sapiens
Q9Y305-2;Q9Y305;Q9Y305-4;Q9Y305-3;C9J7L8	Homo sapiens
Q5T7C4;Q5T7C6;P09429;Q5T7C0;B2RPK0;P26583;D6R9A6	Homo sapiens
P17980;E9PM69;E9PKD5;E9PMD8;E9PN50;E9PS45;E9PLG2;E9PLQ8;E9PRB8	Homo sapiens
P49189	Homo sapiens
P49674;H0Y645;P48730-2;P48730;B4DIJ9;B0QY35;B0QY34;H7BYT1	Homo sapiens
Q71TU5;P48729;P48729-2;D6REM4;E7ETM0;Q8N752;H0Y9X2	Homo sapiens
P48730-2;B4DIJ9	Homo sapiens
Q8IUD2-4;F5H185;Q8IUD2-2;G8JLM9;G8JLD3;Q8IUD2-3;Q8IUD2;Q8IUD2-5;G8JLA4	Homo sapiens
P06748-2;P06748	Homo sapiens
P0AFW4	Escherichia coli (strain K12)
P62253;I3L0Q0;I3L2Q4	Homo sapiens
Q66K14-2;Q66K14;Q6ZT07	Homo sapiens
Q9NVX2;F5GZ79;Q9NVX2-2;H7C483	Homo sapiens
P77695;P0AC92	Escherichia coli (strain K12)
E9PBT2;O43293-2;O43293	Homo sapiens
O75348	Homo sapiens
P23434	Homo sapiens
P55036;Q5VWC4;H0Y3Y9	Homo sapiens
P49137-2;P49137	Homo sapiens
P78413;D6RH28;H0YMS7;P78412;Q9BZI1;P78414;P78411;P78415	Homo sapiens
E7ETZ4;Q9Y6E2;B5MCH7;Q75MG1;E9PFD4;C9JF98;F8WDX8;E7EMS9	Homo sapiens
Q9NUQ9;F8W7X2;Q9NW21	Homo sapiens
H0YN81;Q9GZS3;H0YMF9;H0YL19;H0YM76	Homo sapiens
Q14676-2;E9PGY5;Q14676;F8W1C2;F8VZP8;F8VU38;H0Y6Z8	Homo sapiens
P0AFM4	Escherichia coli (strain K12)
P51608;F5H1U8;C9JH89;B5MCB4;F8WAB7	Homo sapiens
P21964-2;P21964;E7EMS6;E7EUU8;H7BZ45;F8WBW9	Homo sapiens
P61981;B4DE78	Homo sapiens
F5GYQ4;P00367;P49448	Homo sapiens
Q01628;E9PS44;H7BYV1;E9PQN9;P13164;Q01629	Homo sapiens
O00425;O00425-2;Q9Y6M1-5;Q9Y6M1-6;Q9Y6M1-3;Q9Y6M1-4;Q9Y6M1-1;Q9Y6M1;F8W930;Q9NZI8;C9JT33	Homo sapiens
Q93052;C9JUT4;C9JXK9	Homo sapiens
P60891;B1ALA9;B4DNL6;P11908;P11908-2	Homo sapiens
P11142;E9PKE3;P11142-2;E9PN89;A8K7Q2	Homo sapiens
P62937;B4DM82;F8WE65;C9J5S7;E5RIZ5	Homo sapiens
P08559;P08559-2;P08559-4;P08559-3;Q5JPU3	Homo sapiens
E9PS77;Q9NW68-9;Q9NW68-8;C9JB13;Q9NW68-2;Q9NW68;Q9NW68-7;Q9NW68-3;E9PQA7;Q9NW68-4	Homo sapiens
P49368;B4DUR8;P49368-2;E9PRC8;Q5SZX6;E9PQ35;Q5SZW8	Homo sapiens
F5H365;Q15436;F5H6C4;G3V531	Homo sapiens
P0AC44	Escherichia coli (strain K12)
Q9NUQ6-2;Q9NUQ6;B4DT67;B8ZZZ7	Homo sapiens
P60340	Escherichia coli (strain K12)
P40429;Q6NVV1	Homo sapiens
F5H365;Q15436;G3V4V1;G3V1W4;G3V3G5;G3V2R6;G3V5X8;G3V4Q2	Homo sapiens
P46940;H0YLE8;Q13576-2;F5H7S7;E7EWC2;Q13576	Homo sapiens
Q969G6;H7C4G0	Homo sapiens
P78347-2;P78347-4;P78347-3;P78347;B4DH52;Q86U51;C9J6M0	Homo sapiens
F6XY72	Homo sapiens
E7EUT4	Homo sapiens
Q9BQ52-4;G5E9D5;Q9BQ52	Homo sapiens
P78406;E9PQ57;E9PPG9;B0QZ36	Homo sapiens
O15260;O15260-2;Q5T8U5;Q5T8U7;B7Z7A8;B7Z6A4	Homo sapiens
Q9NX20	Homo sapiens
Q6P3X3;F8WCH1	Homo sapiens
P84090;G3V279	Homo sapiens
P42224-2;P42224;H0YG89	Homo sapiens
Q9UQ35;Q9UQ35-2;I3L2L6;I3L4D8;I3L0N7	Homo sapiens
Q8WWI1-3;Q8WWI1-4;F8WD26;Q8WWI1-2;Q8WWI1;E9PMS6;E9PLH4;E9PMT2;E9PMP7;H0Y424;E9PJ10	Homo sapiens
G3V4W0;B4DY08;G3V4C1;P07910-2;G3V576;B2R603;G3V2Q1;P07910;P07910-4;G3V2D6;P07910-3;G3V555;G3V5V7;G3V575;G8JL89	Homo sapiens
P78406	Homo sapiens
P77562	Escherichia coli (strain K12)
P23193;E5RIS7;E5RJ93;E5RK46;E5RFI1;B7Z4S1	Homo sapiens
H7C1N2;O75128-3;O75128;O75128-7;O75128-2;O75128-6;E7EQN2	Homo sapiens
Q12906;G5E9M5	Homo sapiens
P63167;F8VXL2;F8VRV5;F8VXI7	Homo sapiens
P16615-5;P16615-2;P16615-3;P16615;H7C5W9;P16615-4;Q8N3X5;O14983-2;O14983;H3BVB2	Homo sapiens
Q9H334-2;F5GYL1;G5E965;H0Y882;Q9H334-3;Q8NAN6;C9J0F0;Q9H334-4;G5E9V8;Q9H334;E9PFD3	Homo sapiens
P61978;P61978-2;B4DFF1;P61978-3;Q5T6W2	Homo sapiens
P27695;G3V3M6;G3V5Q1	Homo sapiens
F8VXI8;Q9H9L4;F8VX10;H0YIQ8;H0YID1;F8VUX5;Q9H9L4-4;F8VRX7	Homo sapiens
Q9UJX3-2;Q9UJX3;F8VZ62;H0YIW2;F8VVT8;F8VVU6	Homo sapiens
P30566;P30566-2	Homo sapiens
P08107;H0YG33;F8VZJ4;F5H1D3;F5GZ62;E7EP94;Q5SP16;Q53FA3;P34931;F8WEE3	Homo sapiens
E9PDD5;P51553;G5E9Q7;E7EQB8;E9PF84;H7C1W2	Homo sapiens
O75521-2;O75521;F1LLU7	Homo sapiens
Q13371	Homo sapiens
Q6PKG0;H0YBM7	Homo sapiens
A8CG34-2;A8CG34;C9JFL1;Q96HA1-2;Q96HA1-3;A8MXF9;Q96HA1	Homo sapiens
Q9H3P2;C9JHL4;B3KSP0;H0Y3X6;C9JEM7;H7C2C7;H7C0W2	Homo sapiens
Q46863	Escherichia coli (strain K12)
P55036;Q5VWC4;H0Y3Y9;H0Y561	Homo sapiens
H7C1T3;C9J2E1;C9J050;B4E322;P49585;C9JEJ2;H7BZN1	Homo sapiens
Q14247-3;Q14247;Q14247-2;B4E358;E9PKG3;E9PP90	Homo sapiens
P39187	Escherichia coli (strain K12)
Q8NI27;H0Y815;Q8NI27-2	Homo sapiens
O76031	Homo sapiens
B4DIZ2;P61086;P61086-2;C9JGP1	Homo sapiens
P47985;P0C7P4	Homo sapiens
D6RDP9;D6R952;Q15800;D6REA2	Homo sapiens
Q06323;H0YKK6	Homo sapiens
Q86UV5;B7ZKS7;Q86UV5-2;Q86UV5-3;Q86UV5-7;E9PJ93	Homo sapiens
O15143;F8WCG3;C9JBJ7;C9K057;C9J4Z7;C9JEY1;C9JQM8;C9JFG9;C9J6C8;C9JTT6	Homo sapiens
Q8NCA5-2;Q8NCA5;E9PH82	Homo sapiens
P11908;P11908-2;D3YTJ7	Homo sapiens
O75131;E5RG68;E5RG97;E5RJ85;E5RHZ0;E5RFT7	Homo sapiens
P50336;B4DY76;H0YFP3;H0YFE1;F5GZT7	Homo sapiens
Q00765;B7Z332;B7Z510;B7Z681;H0Y8J8	Homo sapiens
C9JB50;G5E9L2;H0YMF4;P46779;P46779-2;E9PB24;H0YKD8;H0YLP6	Homo sapiens
Q04726-2;F8W964;E9PD64;Q04726;H0YKT5;H0YKN8;H0YL70;H0YLI3;H0YNT2;Q04726-3;F8W8S3;Q6PI57;Q04726-4;H0YKH0;H0YLW9;F5H7D6	Homo sapiens
P63208;E5RJR5	Homo sapiens
Q6P158	Homo sapiens
Q13952-5;Q13952;Q5T6K7;E9PI99;Q13952-6;Q5T6K5;F8VWM3;Q13952-2;Q13952-3;E9PL11;Q13952-4	Homo sapiens
O43324;C9JLK5;D6RBD7;C9J1V9;H0YAL7;H0YAH9	Homo sapiens
P47756-2;B1AK87;B1AK88;E7EQ40	Homo sapiens
F5H4U3;Q9NP72;Q9NP72-2;Q5W0J0;H0Y6T8	Homo sapiens
P19838;P19838-2;P19838-3	Homo sapiens
Q13416	Homo sapiens
P68104;Q6IQ15;F8W6I0	Homo sapiens
Q17RU2;Q04864	Homo sapiens
Q5JVZ5;Q96JJ3;B4DRL5;F5GZP8;Q7Z5G9;H0YEH5;B4DZ20;Q5JVZ8;H0YCM7	Homo sapiens
P54709	Homo sapiens
Q9Y2Q3;Q9Y2Q3-2;E9PFN5;Q9Y2Q3-4	Homo sapiens
O95630;C9JK83;F5GZ23	Homo sapiens
B3KQF6;F5GWU6;F5H008;Q9H267	Homo sapiens
Q07866-8;G3V2E7;Q07866-2;Q07866-3;Q07866;F8W6L3;Q07866-7;G3V3H3;Q07866-5;F8VTM4;Q07866-6;G3V5R9;Q07866-4;Q07866-9;E7EVH7;G5E9S8;G3V2P7	Homo sapiens
Q13123;Q9H4P6;E7EQZ7	Homo sapiens
Q9NVJ2;Q96BM9;B4DI85	Homo sapiens
Q9C0B1;B4DHN4;Q9C0B1-4;Q9C0B1-2	Homo sapiens
Q32MZ4-3;Q32MZ4-2;Q32MZ4	Homo sapiens
Q9H078-2;F8W7P6;Q9H078;B4DXW4;E7EWN6;H0YGM0;F5GX99;H0YFF5;F5H7A5	Homo sapiens
P29218;H0YBL1;E5RG13;E5RIP7;E5RG94;E5RIF4;E5RHE9;E5RI82;P29218-2;E5RGY4	Homo sapiens
Q16851-2;Q16851;E7EUC7;C9JNZ1;C9JWG0;C9JVG3;C9JQU9	Homo sapiens
F5H4I0;P09622;B4DT69;F8WDM5;F2Z2E3	Homo sapiens
P47897;B4DNN3;B4DWJ2;C9J165	Homo sapiens
P49903;B4DWK0;D6PSQ9	Homo sapiens
P30622-2;P30622-1;P30622;E7EQ42	Homo sapiens
Q86XZ4;H7BYM7	Homo sapiens
Q9BPX6;H9KVB8;Q9BPX6-3;F6XEV2;Q9BPX6-2;E9PQV6;Q9BPX6-5;Q9BPX6-4	Homo sapiens
Q9P2K3-4;Q9P2K3;Q9P2K3-3;H0YF22;Q9UKL0	Homo sapiens
D6RH20;G5EA06;Q92552;B4DRT2;D6RJC7	Homo sapiens
O75376-2;O75376;E7EVK1;E9PGV6;E7EVU5;E7EU93;E7EW50	Homo sapiens
P00509;P17174;B7Z7E9;B7Z1I2	Homo sapiens
P63167	Homo sapiens
P21281;B4DFM5;B4DQI9	Homo sapiens
P42695;E9PQA3;E9PLE0	Homo sapiens
P50748;E7ES84;F5H5V0	Homo sapiens
G8JLH4;Q9Y262;B0QY89;C9JHP4;C9K0Q7;H7C3A0	Homo sapiens
H3BMM5;Q96AX1;F5H2X5	Homo sapiens
Q69YN2;Q69YN2-3;Q69YN2-2	Homo sapiens
Q9BSJ2;F5H4L0;F5H4E0;B3KTU7	Homo sapiens
Q9Y512	Homo sapiens
F5GYD8;P04062-2;P04062;I3L0Q9;F5H241	Homo sapiens
Q9NV56	Homo sapiens
Q9Y232-2;Q9Y232;Q9Y232-4;Q9Y232-3;C9JQG7;Q9Y6F8;Q9Y6F7;Q9Y6F8-2;C9JMH9	Homo sapiens
O14657;H0Y7C8	Homo sapiens
C9J7T7;C9JE98;C9J239;Q9Y618-5;C9J0Q5;Q9Y618-4;C9JJF6;C9JFD3;Q9Y618-3;Q9Y618;C9JQE8;C9JNV9;O75376-2;O75376;E7EVK1;E9PGV6	Homo sapiens
P08559;P08559-2;P08559-4;Q5JPT9	Homo sapiens
G3V1S6;Q10471;F5GYB2	Homo sapiens
