protein	taxon	PD7511.GDTHP1.A_C2	PD7512.GDTHP1.A_C1	PD7513.GDTHP1.A_C2	PD7508.GDTHP1.A_C1	PD7509.GDTHP1.A_C2	PD7510.GDTHP1.A_C1
P62906	NA	16.3496454953597	16.8837915535931	16.8653675089236	16.9634341140777	17.4962756666401	16.7762388381345
P23284	NA	18.5380822120982	17.3043436697087	18.1906223963089	18.4092485942835	17.5197344692533	17.2751181995122
Q9P258	NA	15.6411524832185	15.5956834807751	14.2757968816133	15.8461716206938	15.751544689794	15.9239127766948
B7ZAR1, E7ENZ3, E9PCA1, P48643	NA	15.2690401753569	15.9040533823006	15.9247198525896	16.3363320477683	15.593648464367	16.9636663163788
P55072	NA	17.106838148342	17.4139953474363	17.0476344993725	17.5857807344873	17.2633475237907	17.3792735157748
P00558	NA	19.0989290151464	19.0794483378818	18.9775933429286	18.5911031504131	18.9509652053709	19.1561008978823
P30048	NA	17.7566288930982	18.0249593588316	17.9560145228238	17.9882772444103	18.1235278845154	17.9168387137704
H7C3T4, Q13162	NA	14.6891854599568	15.1595981869658	14.7012064545065	15.6142393217131	15.4403360003572	14.7555296870963
A0A087WUQ6, P07203	NA	16.4496304579217	16.9561783448387	16.5818000843582	17.3559285157202	17.3205543227188	16.7364154418985
I3L312, I3L3P5, P07237	NA	20.1333422093216	20.1160462453463	20.0652735162588	19.7224710173516	20.2401680764693	19.5987230501287
I3L312, I3L3P5, P07237	NA	17.6114325091203	17.9905906880223	17.5512511026093	18.0070894066908	18.6306875058386	18.59802793044
Q9Y490	NA	16.6131010483287	16.1748108815977	16.8229825208672	15.7499788437839	16.3806565977786	16.5937412797293
Q7KZF4	NA	15.979789705876	15.720272183911	16.0133442397942	15.8557062165231	15.5878761760434	16.0996793296093
B4DNK4, P14618	NA	20.3363467337007	20.5313010350152	20.3297049581721	20.358123966051	19.8885757004069	20.1028887294217
P51858	NA	16.6872841792195	16.5726729434205	16.8648457931305	15.6489717198968	16.00619402258	16.1082208880116
P14625	NA	18.6556286125222	18.9687378364109	18.3962769348324	19.2688547428139	19.0000525699046	18.9864509669098
A0A140T936, P26640	NA	14.9574271302934	16.0762350555808	15.1869997937559	16.1382227679556	15.7853420929591	15.3600186024414
M0QZC5, P62280	NA	17.2681750079279	17.130540463497	17.429395786463	16.245986200398	15.9206792671368	18.1197102295571
A0A087WUQ6, P07203	NA	17.6642682404727	17.7008524029392	17.4654091190781	17.6073332300625	17.6153496440913	17.5838437247119
P52907	NA	16.7649036356176	16.6534405151202	16.3669337495892	16.9388428343954	15.6709567977165	17.1691380026179
P30101	NA	17.4889890446488	16.7372550283124	17.4666649803894	16.2483395768534	17.4503314932698	17.9673590282568
P14625	NA	17.9665100569472	18.2863805259636	18.0063595785587	19.459413491441	19.882949364359	18.0674924425145
P14625	NA	18.2178986132981	18.0749533755763	18.2755820826239	16.1682512933283	17.6377554369076	18.4593088006222
P53396	NA	16.8642070048061	17.1008439264432	16.8028147293446	17.0649197600346	16.7296998335828	17.4077251850587
P25705	NA	16.9893751411871	17.0088610323639	17.1858378620248	17.2421100380785	18.7075304406111	16.8337859196654
P51991	NA	16.4976169501324	16.8935998684014	16.8223398932213	17.0721759268765	17.2962084149226	16.6872744324288
O75348	NA	16.1468395983578	15.8988889287438	16.0953198759722	16.3703148760601	16.0166493720456	16.4655624332718
P11021	NA	17.1989625561842	16.3380479630818	17.2984347446389	15.5939613175431	17.0080892033667	17.5083371721723
O00299	NA	19.4733584104649	19.0880592138306	19.3750260129403	19.5396275519035	19.9850567247173	19.8998073689127
P28066	NA	15.5790546043799	15.723920131574	16.0649853778411	16.9124674829368	16.8086005544217	15.7725820251199
P14625	NA	16.4945899774162	16.7026984985899	16.1706738506656	16.6925603258508	17.7355896963855	16.2446634302717
P11021	NA	16.9467801741713	16.7496203737669	16.6846649200291	17.3424043099433	17.068149125376	17.2792556409803
A0A087X027, A0A0C4DFV9, P0DME0, Q01105	NA	17.0596900670873	16.9680114534557	15.7813475318766	16.5573607804152	17.4511901496189	17.381290992941
P46777	NA	16.3484714602724	16.0152156786789	15.7855031245908	16.6521789271818	16.6589281203677	16.4493676355689
P52907	NA	17.0589258457848	17.2682662576017	17.3572061330312	18.1424492922652	18.0539802451689	15.3482664623384
P13639	NA	17.3315514195751	17.4241666980461	16.7677172857193	15.8174323112166	18.0501111524825	18.1813318827514
P62857	NA	17.8550764810402	17.7761121564536	17.496181950203	18.4846871380833	18.44852951566	17.5625789020365
K7EN27, Q99497	NA	15.4958980656329	15.5373001893	15.7340250561513	14.619618499517	15.8788345840232	15.4113177730719
P14625	NA	17.8920831012759	17.372111867638	18.1771662488179	15.3148060148482	16.9701986149334	18.365413968572
P78527	NA	15.7983024191186	15.7991512451507	16.3105713900075	16.7104833668003	16.3371134596659	15.3434940000638
F5H2F4, P11586	NA	16.4128966018896	15.9824819435944	16.39497177538	16.5205671566073	16.5121847237929	16.3940777649501
P30050	NA	16.8362991724003	16.8327749835232	16.6354941927882	18.0884080167241	17.6911708931584	16.4990517420883
B4DUR8, P49368	NA	15.8115147788316	16.1159842443388	16.2407949568977	16.4357672959198	16.1849921804001	15.8778180649638
P22392, Q32Q12	NA	16.237503716811	16.3574491651598	16.5616587868133	16.8686894228694	17.1054849320191	15.6147642277425
E7EQR4, P15311	NA	16.4273211018141	16.1257663361153	15.2431704516682	16.5551377042071	17.0254351605133	16.7647933930973
B8ZZ51, B9A041, P40925	NA	16.1742143318478	15.2991828598594	16.0873049828193	14.5325385897243	15.2098607068621	16.8302803219474
Q9HB71	NA	15.7857107094768	15.166720607001	15.6026394720163	15.6615314530538	15.9321828334004	16.0712703144576
Q9HB71	NA	15.9937403549884	15.6539451874551	16.0272695376823	15.2652777887855	16.1724874029923	16.0538735561929
Q08211	NA	16.0211431296995	16.4376853824007	16.2648713810999	17.1127649029554	16.9322109571094	16.0550046631288
Q9UMX5	NA	16.6967190217698	15.8993758177712	15.6732418965427	15.8159006509559	15.7226062622271	15.916536663105
P35579	NA	17.2459099698045	17.6559471433091	17.6416870585638	18.0259703714459	18.127785223918	17.7686714270888
P11021	NA	17.2106423393636	17.1032881636405	17.3148888524446	16.8637285432333	17.3247652016886	17.4422753891785
P62241, Q5JR95	NA	15.8686607485411	16.7362660223128	16.5719014676416	15.9166769524837	16.3268621012895	16.6357503212128
D3YTB1, F8W727, P62910	NA	17.0767928686928	17.0578892658808	17.2692997628803	17.3653866897271	17.3358647504643	17.3334661505699
P05091	NA	16.1961785118919	15.8445616340479	16.3656681174965	16.1915606944014	16.2473295018556	16.145174494666
Q9BT09	NA	17.0870121688081	17.131340586963	16.7238331590382	16.866229979585	17.1515897275049	16.990624268115
Q01469	NA	17.3766992994105	17.8188716525652	17.7172828055937	17.7060422800001	18.0803698574373	17.3746171491583
Q01469	NA	17.8265869273383	17.901871335012	17.978943272946	17.1528112854777	17.4180812047686	17.9607209807386
A0A0A0MT22, P08575, X6R433	NA	16.0889737781782	16.1601582421391	16.0381234879863	16.4839116639728	16.9300030130447	16.0506781479907
P26447	NA	19.6810227108164	20.2983487964465	19.9608143538271	20.2026430892614	20.2820492681031	19.8679502698479
P26447	NA	18.2460495943918	18.0430420725106	18.3129343818861	15.6094656039854	17.0657828585915	18.2308020943869
P00491	NA	16.2332109093635	15.8169701595981	16.7288290258108	16.0786796617407	17.1326660673926	17.4451197839449
P30101	NA	20.0723427090651	20.3571936066397	20.1228682988875	19.8787047893228	19.90349809638	19.5913911074391
E7EQR4, P15311	NA	16.4280796224268	16.2060411614511	16.5989588834421	14.7488801079224	16.0735368527521	17.0409175895999
P30050	NA	16.3104018518581	15.6869459711587	16.4387004582008	15.7040789572702	16.0957162140851	17.0295540534846
B8ZZ51, B9A041, P40925	NA	18.7996719619445	18.93242607736	18.9179371221786	18.5213650958064	18.7618459946958	19.1613213872827
P40227	NA	17.5783268245101	17.6927897678368	17.5453665183095	17.5832175888841	17.7998383364527	17.7909802878269
P35579	NA	16.4778234534124	16.1893271587181	16.7406484702071	17.0931677473515	16.8807018645781	16.6216413333584
B7ZAR1, E7ENZ3, E9PCA1, P48643	NA	16.3323885400031	16.1151134774937	16.2296311435723	17.6064743122848	16.1819909257358	16.09044328982
P55072	NA	16.4506847664544	16.7571638041071	16.6628738101811	14.8450012932901	15.1452104636006	15.7778190011331
P37802, X6RJP6	NA	16.1142345098277	16.5771346191137	16.1665958204039	17.8965384451406	17.4234253567918	15.5295164508486
O75368	NA	17.7036491302578	17.6453389652345	17.7575219131091	17.0010769669647	17.8446478227244	18.0022134386461
A0A087WVQ6, Q00610	NA	15.1892755095113	15.5707879845439	14.9602408562743	15.6742679130806	12.9467163259269	15.3389888383414
B7Z9I1, P11310, Q5T4U5	NA	16.7613115888701	17.0454201898341	16.8405007951957	17.2922637214622	16.9823577129303	17.0268440160101
O75368	NA	16.0592962495761	15.9101361694449	15.9034259979809	17.0742242088196	17.0331686109984	15.9045252617882
E7EQR6, F5H282, P17987	NA	17.1184088732209	17.3238311912262	16.8184202922056	17.3301027728982	17.2640793154155	17.0108255197923
P07919	NA	15.8215150728078	15.1807909107787	14.4808990594205	14.2958683177939	15.9325751336411	16.2979362269859
P16401	NA	17.290114125129	17.6044181171307	17.5891755588661	18.1823794436467	17.3918719307124	17.8240037676333
P16401	NA	17.3480209233786	18.2956762251413	18.1098822794586	17.8095523623441	18.2016693506877	18.7729744847409
P26038	NA	18.2225206853169	18.596798755457	16.6748063313339	17.1152258104878	18.5185665991379	19.0892995750243
P52907	NA	16.2454163119907	15.472399711553	16.1850326384626	16.0294057471536	16.3561070155273	15.6717530880795
P26038	NA	17.0474562687455	16.820315454226	14.9445742143866	15.6789402437336	16.779476837768	17.5807244537611
Q14566	NA	15.0410208486768	14.8872976876029	15.4055434798875	16.2759714768185	15.9523247753126	15.1035962386842
H0Y8E6, P49736	NA	15.846206932675	15.7431884966781	15.9891601810715	16.4963017311055	15.9350989044278	15.8911089474156
O60814, P57053, P58876, P62807, Q5QNW6, Q93079, Q99877, Q99879, Q99880, U3KQK0	NA	21.7140141303359	21.9726364644987	21.624647919676	21.9229924962274	21.7730638093226	21.5398321954215
P38646	NA	15.5694875167295	15.9088800775677	16.080381830513	15.2134072768203	16.9400472825224	17.1888074629649
P62328	NA	17.9488116266269	16.314276862793	17.4932036364908	17.6845077782469	13.5200008367513	18.1854193960033
F5GX11, P25786	NA	15.2918767026237	15.8926255935788	15.2489428887444	16.2639399051645	16.1193945370658	15.630697782386
P80723	NA	16.222567958746	16.0452446917536	16.1517207848609	16.3717893568164	16.2922583686638	16.5003050984803
P13639	NA	18.0442886523261	18.0927253846899	17.897262342092	18.6162716763887	18.5026334590888	17.8928250964071
P55072	NA	16.9571747840898	16.4182649751197	16.4038597130911	15.3445381293965	16.9354443817127	17.0281747136611
P14625	NA	15.2191443039887	10.7662194929614	15.0403344392985	16.901157305767	15.9455965692593	14.4418538625358
P14625	NA	16.9082569782172	17.0802115769816	16.8077592505037	16.5144386200649	16.7319220072178	17.2838870462197
B8ZZ51, B9A041, P40925	NA	16.9943707110904	17.0302339609908	16.7295521502045	17.5238536971632	17.3726838416035	17.2816759318094
P38117	NA	15.7872937319067	15.8963550603759	15.0968873987486	15.9339411814189	15.5797518856927	15.5801725844219
Q92835	NA	15.1693305383949	15.2074138770524	15.4163398703702	15.9571307663969	15.8972980970702	15.8969070710467
P26641	NA	17.4951491538312	17.3626767568848	17.017349984809	16.437596962869	15.9242269422352	15.8526428715588
P84095	NA	16.3706586046499	16.1784339700756	16.3162245434727	16.1308303709349	16.3448019490598	16.3605878985951
P04899	NA	15.2377630320945	14.9651303227263	15.3563081304559	14.8689585948027	15.20652745354	15.3748228437329
P13667	NA	16.1003277530962	16.0497902278686	16.1126121440305	16.2468970594264	16.1668445022963	15.7499123358733
E7EQR6, F5H282, P17987	NA	16.8625809977312	17.2617836582883	16.8444282809747	17.9157782305484	17.5356984492112	17.6316141003785
H3BM89, P36578	NA	17.0500986064669	17.3900864401137	16.7119392457777	17.4155013622585	17.9379653332821	17.1106162640675
P00558	NA	18.7970257362444	18.7654938105812	18.2412519122947	18.498029211861	18.9765200860166	19.0828741916231
Q9UQ80	NA	16.2139377732166	16.0316757204421	16.0400573809328	15.4591532136175	16.4152696970055	16.5893387879641
H0Y8E6, P49736	NA	15.7602453951496	15.7413784179872	15.3640448235659	17.130267849612	16.4286738037219	15.5250594154044
P62701	NA	18.4332259296029	18.3907299090545	18.3490735390853	18.6604401671663	18.6184235628752	18.2156588222027
P13667	NA	17.4077295607842	17.7745854631192	17.5790733681374	17.4591194999788	17.3633325250308	17.7502627120386
P11021	NA	18.7419257727298	18.9392713577646	19.1279068426746	19.3302277470168	19.0633494752206	18.8957365107663
P25705	NA	16.8594693820944	17.7898504842093	17.6947560359222	18.4453237735727	18.3806098062409	17.7586900351336
A0A087X0X3, P52272	NA	18.173955854776	17.5814983509884	17.5494138131633	18.0515127529523	17.945213125372	17.6700147145929
Q9BSJ8	NA	15.6201242092835	15.5871622455382	15.2874868694862	15.3369476067651	15.1874253638245	15.9631451996452
P60174	NA	18.2080973523679	18.6793273389449	18.034611771264	18.5139289202001	18.6040946714401	18.2502481590094
A0A0G2JIW1, P0DMV8, P0DMV9	NA	15.9036815726531	15.97096928149	15.348201986614	16.6575116271766	16.4230914837788	15.8759746930618
P40939	NA	16.5904936356438	16.6145703332859	16.3314245714307	17.6224774585373	16.6509912722803	16.2351098425238
F8VZQ9, H0YHG0, P82979	NA	15.7659045992343	15.6965196144023	15.8843475438519	16.1532537305543	16.0457069905802	16.1095205711244
F8VZQ9, H0YHG0, P82979	NA	17.0047606354911	17.1052353177285	17.3516902076363	17.1047086474916	16.382876977162	16.8589017115317
P53007	NA	16.6816305582584	16.8565275725832	16.8522793302213	17.0670042641992	17.2584749614208	16.6824238409842
P24752	NA	17.3618714041258	17.3388009989052	17.3428624139616	17.7913464149277	17.700263620444	17.5562838083277
Q15233	NA	17.2945008791646	17.4075737968705	17.4553355877493	16.641923733826	17.210368475224	17.2618453478918
P23246	NA	17.6573286666111	17.5411252587401	17.8550371590378	18.2175229120107	17.8159519183771	18.2714689903339
H0Y8X4, O43598	NA	16.9714164236328	16.4114471335009	16.9731210213985	17.1139932510533	17.289503088089	17.1622098193699
P19338	NA	18.7429794161244	18.6748662163586	18.6389302887211	19.5470884774036	19.0909178151647	18.740858733358
P30041	NA	17.6023477533326	18.0206541869859	17.1826678816975	17.6738985215752	18.2979396770323	17.7814027297414
P13674	NA	14.9987943041717	14.8755848523245	14.8012278279039	13.675151827707	13.9782735131926	14.954224168492
P00558	NA	17.7468396845712	18.4237139368464	16.8351951801054	19.1512582071357	17.2561093328125	17.0138101564823
P00558	NA	15.4513543578746	10.1111902489836	15.5118926174754	14.4372852581365	13.1234404576923	15.2973239527249
P00558	NA	17.2571525460182	16.4173831931963	16.6562311004906	14.7413662189268	8.39473969885774	17.9223888306485
Q9Y3Z3	NA	14.2024251062836	15.0998408966045	14.6562978408433	15.5238640406331	14.9949977684859	14.6506687516171
P30101	NA	18.3723613329998	18.077505646132	18.5845424603614	18.2798225978245	18.6459682070189	18.1061100688826
P52907	NA	19.5855283756809	19.3399111051924	19.213476544298	19.0000908171655	19.4393409934935	19.6537517914974
Q9P0L0	NA	16.6351101358827	16.6892268109534	16.5197517470068	16.2113576621129	16.0713010449721	17.0596295243921
D3YTB1, F8W727, P62910	NA	15.8498739955106	15.3736290888867	15.9689992460478	14.6894744421389	15.338406263546	15.8964364694726
Q09666	NA	17.7213175614996	17.4542339909138	17.4790481940991	17.0898218909719	17.2883804833937	17.0756714256085
Q09666	NA	18.4610829388004	18.1557792815221	18.2872284225151	17.838981427163	18.1319342593061	17.2603188533506
O00299	NA	18.6868779347158	18.6373207357906	18.5258225988389	18.5948905675787	19.5851869009571	19.0604452942663
Q9Y696	NA	15.5340144652831	14.9872022354317	15.4909668195735	15.8834656553238	15.5786921438526	15.4603005543456
P62906	NA	15.7914851061617	15.3019540784494	15.3741782333414	16.5448934145584	16.2855352840133	15.9117739223964
Q16658	NA	16.7838849618674	16.8208545650257	17.0192684067136	16.7042009308954	16.9224118357717	16.8046895169602
P30101	NA	17.3548116002797	17.6494147004975	17.7200403359056	18.5071723976896	18.2185970495708	17.1057035850595
P30101	NA	17.8152917479157	17.6645882987313	19.4682863340019	18.0173960087319	18.3337101655554	18.6385044840442
A0A087WVQ6, Q00610	NA	15.434252765326	14.7224225865155	16.0279828239501	14.5910313369031	14.9367835601034	16.3031452245638
P35579	NA	16.9127145171426	16.7507946266342	17.1469914546789	17.2516083831068	17.4252138547505	15.3013307361027
P06576	NA	16.5755156293546	19.7627539993589	20.1605313619138	19.94553965055	20.0730931052268	19.7939675718779
D3YTB1, F8W727, P62910	NA	15.2468014744981	14.4306589930385	15.3496025226687	14.5741612752067	15.7951795573393	15.6776441724216
A6NC48, H0Y984, Q10588	NA	15.8483945379481	16.0991087032069	16.2684489711053	15.9130994048604	15.5987192875302	16.8137808086222
A0A087WV22, F8W7C6, P27635, X1WI28	NA	16.7678585156078	16.380916824939	16.7071114103144	17.7757674234674	17.0121604366094	17.0958297134846
A0A087WV22, F8W7C6, P27635, X1WI28	NA	18.1427981564285	18.2777434641188	18.1330475494449	17.4280928554384	18.0331913591396	18.3462239979458
P09382	NA	19.5424007359247	20.5225534246366	21.1072522729869	19.3422053430805	16.4546765302221	20.0774430931873
P09382	NA	15.3239023557556	15.1759838488695	14.6692483206279	14.7891378331712	14.8493864045219	15.7808224543482
A2A274, Q99798	NA	15.5739128319615	15.6706349317141	15.4201964967906	16.0224288837059	15.8103589732553	15.7183881021484
B5MDF5, F5H018, H0YFC6, J3KQE5, P62826	NA	15.9901751655135	16.8374285073364	15.5856375185932	18.889372368946	17.4245963626149	15.5490772963285
P09382	NA	18.7155859824895	18.7373674878092	18.8934293309385	16.7998018678392	17.3997157749223	19.0016150309659
B4DDD6, H0Y5J4, Q9UJU6	NA	16.6522392660557	16.7260796165667	16.3801007747639	16.8066507908642	16.8235933607965	16.2967079924109
P14625	NA	20.1403999979777	20.3824683944407	20.2351037427941	19.9940506745867	20.1606997022	19.8515562686252
M0R0K9, Q13263	NA	16.1804254668239	16.3208536109751	15.7397427075421	16.6998695622768	16.7074806434507	15.9227036963689
